id,name,year,headSize,strungWeight,balance,balancePts,swingweight,stiffness,beamWidth,pattern,tensionRange,powerLevel,strokeStyle,swingSpeed,frameProfile,identity,notes
prince-textreme-tour-100-p,Prince Textreme Tour 100 P,,100,325,32.3,6 pts HL,324,63,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.5 vibration=139Hz power=41% sweetzone=17sqin
prince-textreme-tour-100l-260-2019,Prince Textreme Tour 100L (260) (2019),2019,100,278,34,1 pts HL,314,65,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.2 vibration=149Hz power=40% sweetzone=16sqin
prince-textreme-tour-100p-2019,Prince Textreme Tour 100P (2019),2019,100,326,32,7 pts HL,324,66,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.1 vibration=145Hz power=41% sweetzone=17sqin
prince-textreme-tour-100t,Prince Textreme Tour 100T,,100,306,33.3,3 pts HL,314,62,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14 vibration=136Hz power=40% sweetzone=16sqin
prince-textreme-tour-95,Prince Textreme Tour 95,,95,330,31.2,10 pts HL,308,63,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.6 vibration=137Hz power=39% sweetzone=14sqin
prince-textreme-tour-95-2019,Prince Textreme Tour 95 (2019),2019,95,337,31.8,8 pts HL,325,64,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.1 vibration=139Hz power=41% sweetzone=17sqin
prince-textreme-warrior-100,Prince Textreme Warrior 100,,100,315,32.5,6 pts HL,315,66,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=13.7 vibration=141Hz power=40% sweetzone=16sqin
prince-textreme-warrior-100-esp,Prince Textreme Warrior 100 ESP,,100,315,32.5,6 pts HL,316,65,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=14 vibration=145Hz power=40% sweetzone=16sqin
prince-textreme-warrior-100l,Prince Textreme Warrior 100L,,100,272,36,5 pts HH,315,66,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=14 vibration=156Hz power=40% sweetzone=15sqin
prince-textreme-warrior-100t,Prince Textreme Warrior 100T,,100,288,33.6,2 pts HL,302,65,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=13.8 vibration=153Hz power=39% sweetzone=14sqin
prince-textreme-warrior-107,Prince Textreme Warrior 107,,107,315,32.1,7 pts HL,314,67,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=15.4 vibration=154Hz power=40% sweetzone=16sqin
prince-textreme-warrior-107t,Prince Textreme Warrior 107T,,107,297,33.9,1 pts HL,313,68,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=15.4 vibration=157Hz power=40% sweetzone=16sqin
prince-textreme-warror-107-l,Prince Textreme Warror 107 L,,107,285,35,2 pts HH,312,64,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=15.1 vibration=154Hz power=40% sweetzone=16sqin
prince-vortex-300g,Prince Vortex 300g,,100,318,32.5,6 pts HL,321,65,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.7 vibration=148Hz power=41% sweetzone=17sqin
prince-vortex-310g,Prince Vortex 310g,,100,326,32,7 pts HL,320,63,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.4 vibration=139Hz power=41% sweetzone=17sqin
prokennex-black-ace-300,ProKennex Black Ace (300),,100,318,33,4 pts HL,319,55,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.4 vibration=119Hz power=40% sweetzone=16sqin
prokennex-black-ace-300-2024,ProKennex Black Ace (300) 2024,2024,100,318,33,4 pts HL,324,55,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.8 vibration=130Hz power=41% sweetzone=17sqin
prokennex-black-ace-315,ProKennex Black Ace (315),,100,335,32,7 pts HL,325,56,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.9 vibration=122Hz power=41% sweetzone=17sqin
prokennex-black-ace-105,ProKennex Black Ace 105,,105,318,33,5 pts HL,326,64,"24,27,24",16x19,"48,58",Medium-High,Medium,Medium,"24/27/24mm beam, 16x19 pattern",Control,TWU: twistweight=16 vibration=133Hz power=41% sweetzone=17sqin length=27.25in
prokennex-black-ace-105-2024,ProKennex Black Ace 105 2024,2024,105,318,33,5 pts HL,322,62,"24,27,24",16x19,"48,58",Medium-High,Medium,Medium,"24/27/24mm beam, 16x19 pattern",Control,TWU: twistweight=16.2 vibration=138Hz power=41% sweetzone=0sqin length=27.25in
prokennex-black-ace-pro-2024,ProKennex Black Ace Pro 2024,2024,97,323,33,4 pts HL,325,57,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.4 vibration=133Hz power=41% sweetzone=16sqin
prokennex-ionic-ki-10-mp,ProKennex Ionic Ki 10 MP,,100,306,33.6,2 pts HL,309,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.5 vibration=152Hz power=38% sweetzone=12sqin
prokennex-ionic-ki-10-pse-mp,ProKennex Ionic Ki 10 PSE MP,,100,326,31.4,9 pts HL,321,63,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.3 vibration=143Hz power=39% sweetzone=14sqin
prokennex-ionic-ki-15,ProKennex Ionic Ki 15,,105,287,34.9,Even,331,72,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.3 vibration=164Hz power=40% sweetzone=17sqin length=27.5in
prokennex-ionic-ki-15-260,ProKennex Ionic Ki 15 260,,105,284,34.5,1 pts HL,312,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14 vibration=151Hz power=40% sweetzone=16sqin length=27.5in
prokennex-ionic-ki-15-pse-new,ProKennex Ionic Ki 15 PSE (New),,105,331,32.8,6 pts HL,326,71,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.7 vibration=165Hz power=40% sweetzone=16sqin length=27.25in
prokennex-ionic-ki-5,ProKennex Ionic Ki 5,,100,318,31.4,9 pts HL,315,61,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.5 vibration=138Hz power=40% sweetzone=15sqin
prokennex-ionic-ki-5-315,ProKennex Ionic Ki 5 315,,100,325,32.3,6 pts HL,316,62,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.9 vibration=140Hz power=40% sweetzone=16sqin
prokennex-ionic-ki-5-pse-new,ProKennex Ionic Ki 5 PSE (New),,100,365,31.5,9 pts HL,349,69,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.7 vibration=150Hz power=42% sweetzone=18sqin
prokennex-ki-10,ProKennex Ki 10,,100,300,33.1,4 pts HL,306,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.7 vibration=151Hz power=39% sweetzone=15sqin
prokennex-ki-10-305-2018,ProKennex Ki 10 (305) - 2018,2018,100,320,33,4 pts HL,330,70,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.4 vibration=158Hz power=42% sweetzone=18sqin
prokennex-ki-15-260-2018,ProKennex Ki 15 (260) - 2018,2018,105,275,34.8,Even,316,70,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.6 vibration=168Hz power=40% sweetzone=16sqin length=27.5in
prokennex-ki-15-300-2018,ProKennex Ki 15 (300) - 2018,2018,105,315,33,6 pts HL,324,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.2 vibration=162Hz power=42% sweetzone=17sqin length=27.5in
prokennex-ki-15-pse,ProKennex Ki 15 PSE,,105,329,32.4,7 pts HL,323,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.2 vibration=152Hz power=40% sweetzone=16sqin length=27.25in
prokennex-ki-5-300-2018,ProKennex Ki 5 (300) - 2018,2018,100,315,33,4 pts HL,325,70,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.9 vibration=149Hz power=41% sweetzone=17sqin
prokennex-ki-5-320-2018,ProKennex Ki 5 (320) - 2018,2018,100,337,32,7 pts HL,324,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.8 vibration=147Hz power=41% sweetzone=17sqin
prokennex-ki-5-280,ProKennex Ki 5 280,,100,294,34,1 pts HL,308,70,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.2 vibration=156Hz power=40% sweetzone=15sqin
prokennex-ki-5-320,ProKennex Ki 5 320,,100,333,32,7 pts HL,321,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.1 vibration=152Hz power=41% sweetzone=17sqin
prokennex-ki-black-ace-pro,ProKennex Ki Black Ace Pro,,97,323,33,4 pts HL,330,57,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.1 vibration=123Hz power=42% sweetzone=18sqin
prokennex-ki-q-20-2021,ProKennex Ki Q+ 20 (2021),2021,110,298,33,5 pts HL,320,68,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.6 vibration=146Hz power=41% sweetzone=17sqin length=27.25in
prokennex-ki-q-5-pro-2021,ProKennex Ki Q+ 5 Pro (2021),2021,100,332,32,7 pts HL,334,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.5 vibration=137Hz power=42% sweetzone=17sqin
prokennex-ki-q-tour-315-2019,ProKennex Ki Q+ Tour (315) (2019),2019,98,332,32.5,6 pts HL,321,64,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.5 vibration=141Hz power=41% sweetzone=15sqin
solinco-blackout-300,Solinco Blackout 300,,100,320,32.5,6 pts HL,316,71,"21.7,21.7,21.7",16x19,"45,55",Low-Medium,Full,Fast,"21.7/21.7/21.7mm beam, 16x19 pattern",Standard,TWU: twistweight=14.5 vibration=166Hz power=41% sweetzone=16sqin
solinco-blackout-300-xtd,Solinco Blackout 300 XTD,,100,320,32.5,8 pts HL,328,70,"21.7,21.7,21.7",16x19,"45,55",Low-Medium,Full,Fast,"21.7/21.7/21.7mm beam, 16x19 pattern",Standard,TWU: twistweight=14.3 vibration=157Hz power=42% sweetzone=17sqin length=27.5in
solinco-protocol-300,Solinco Protocol 300,,100,315,31.8,8 pts HL,317,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.2 vibration=146Hz power=40% sweetzone=16sqin
solinco-protocol-325,Solinco Protocol 325,,100,340,31.4,9 pts HL,329,68,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.1 vibration=154Hz power=42% sweetzone=17sqin
solinco-whiteout-305,Solinco Whiteout 305,,98,323,33,4 pts HL,327,66,"21.7,21.7,21.7",16x19,"45,55",Low-Medium,Full,Fast,"21.7/21.7/21.7mm beam, 16x19 pattern",Standard,TWU: twistweight=14.6 vibration=138Hz power=41% sweetzone=17sqin
solinco-whiteout-305-18x20,Solinco Whiteout 305 18x20,,98,323,33,4 pts HL,324,66,"21.7,21.7,21.7",16x19,"45,55",Low-Medium,Full,Fast,"21.7/21.7/21.7mm beam, 16x19 pattern",Standard Precision,TWU: twistweight=14.8 vibration=147Hz power=41% sweetzone=17sqin
solinco-whiteout-305-xtd,Solinco Whiteout 305 XTD,,98,323,33,6 pts HL,333,67,"21.7,21.7,21.7",16x19,"45,55",Low-Medium,Full,Fast,"21.7/21.7/21.7mm beam, 16x19 pattern",Standard,TWU: twistweight=14.5 vibration=143Hz power=42% sweetzone=17sqin length=27.5in
solinco-whiteout-305-xtd-18x20,Solinco Whiteout 305 XTD 18x20,,98,323,33,6 pts HL,331,65,"21.7,21.7,21.7",16x19,"45,55",Low-Medium,Full,Fast,"21.7/21.7/21.7mm beam, 16x19 pattern",Standard Precision,TWU: twistweight=14.4 vibration=141Hz power=42% sweetzone=17sqin length=27.5in
solinco-whiteout-305-xtd-v2-camo,Solinco Whiteout 305 XTD v2 Camo,,98,323,33,6 pts HL,333,65,"21.7,21.7,21.7",16x19,"45,55",Low-Medium,Full,Fast,"21.7/21.7/21.7mm beam, 16x19 pattern",Standard,TWU: twistweight=14.8 vibration=140Hz power=42% sweetzone=17sqin length=27.5in
solinco-whiteout-305-v2-camo,Solinco Whiteout 305 v2 Camo,,98,323,33,4 pts HL,328,65,"21.7,21.7,21.7",16x19,"45,55",Low-Medium,Full,Fast,"21.7/21.7/21.7mm beam, 16x19 pattern",Standard,TWU: twistweight=14.7 vibration=145Hz power=42% sweetzone=17sqin
tecnifibre-atp-tfight-280-xtc,Tecnifibre ATP TFight 280 XTC,,100,298,33.5,2 pts HL,304,68,"22.5,22.5,22.5",16x19,"49,59",Low-Medium,Full,Fast,"22.5/22.5/22.5mm beam, 16x19 pattern",Standard,TWU: twistweight=13.9 vibration=160Hz power=39% sweetzone=14sqin
tecnifibre-atp-tfight-295-xtc,Tecnifibre ATP TFight 295 XTC,,100,312,33.5,2 pts HL,317,69,"22.5,22.5,22.5",16x19,"49,59",Low-Medium,Full,Fast,"22.5/22.5/22.5mm beam, 16x19 pattern",Standard,TWU: twistweight=14.9 vibration=158Hz power=41% sweetzone=16sqin
tecnifibre-atp-tfight-300-xtc,Tecnifibre ATP TFight 300 XTC,,98,318,33,4 pts HL,321,69,"22.5,22.5,22.5",16x19,"49,59",Low-Medium,Full,Fast,"22.5/22.5/22.5mm beam, 16x19 pattern",Standard,TWU: twistweight=14.9 vibration=161Hz power=41% sweetzone=17sqin
tecnifibre-atp-tfight-305-xtc,Tecnifibre ATP TFight 305 XTC,,98,323,33.5,2 pts HL,329,65,"22.5,22.5,22.5",16x19,"49,59",Low-Medium,Full,Fast,"22.5/22.5/22.5mm beam, 16x19 pattern",Standard,TWU: twistweight=14.9 vibration=144Hz power=42% sweetzone=17sqin
tecnifibre-atp-tfight-315-xtc,Tecnifibre ATP TFight 315 XTC,,98,332,32,7 pts HL,314,68,"22.5,22.5,22.5",16x19,"49,59",Low-Medium,Full,Fast,"22.5/22.5/22.5mm beam, 16x19 pattern",Standard,TWU: twistweight=14.6 vibration=156Hz power=40% sweetzone=16sqin
tecnifibre-atp-tfight-320-xtc,Tecnifibre ATP TFight 320 XTC,,98,337,32,7 pts HL,326,68,"22.5,22.5,22.5",16x19,"49,59",Low-Medium,Full,Fast,"22.5/22.5/22.5mm beam, 16x19 pattern",Standard,TWU: twistweight=15.2 vibration=155Hz power=42% sweetzone=17sqin
tecnifibre-tf40-18x20,Tecnifibre TF40 18x20,,98,323,33.3,3 pts HL,328,64,"23,25,23",16x19,"49,59",Medium,Medium-Full,Medium-Fast,"23/25/23mm beam, 16x19 pattern",Standard Precision,TWU: twistweight=14.6 vibration=140Hz power=42% sweetzone=17sqin
tecnifibre-tf40-305,Tecnifibre TF40 305,,98,320,33.3,3 pts HL,326,64,"23,25,23",16x19,"49,59",Medium,Medium-Full,Medium-Fast,"23/25/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.5 vibration=143Hz power=41% sweetzone=17sqin
